,hdf5_file_name,kspace_shape,nslices,nslice_cumulative
985,file_brain_AXT1POST_207_2070790.h5,"[10, 4, 640, 322]",10,11654
986,file_brain_AXT1POST_207_2070792.h5,"[12, 4, 640, 322]",12,11666
987,file_brain_AXT1POST_207_2070804.h5,"[12, 4, 640, 322]",12,11678
988,file_brain_AXT1POST_207_2070809.h5,"[12, 4, 640, 322]",12,11690
989,file_brain_AXT1POST_207_2070810.h5,"[12, 4, 640, 322]",12,11702
990,file_brain_AXT1POST_207_2070813.h5,"[12, 4, 640, 322]",12,11714
991,file_brain_AXT1POST_207_2070821.h5,"[12, 4, 640, 322]",12,11726
992,file_brain_AXT1POST_207_2070824.h5,"[12, 4, 640, 322]",12,11738
993,file_brain_AXT1POST_207_2070825.h5,"[12, 4, 640, 322]",12,11750
994,file_brain_AXT1POST_207_2070827.h5,"[12, 4, 640, 322]",12,11762
995,file_brain_AXT1POST_207_2070830.h5,"[12, 4, 640, 322]",12,11774
996,file_brain_AXT1POST_207_2070836.h5,"[12, 4, 640, 322]",12,11786
997,file_brain_AXT1POST_207_2070841.h5,"[12, 4, 640, 322]",12,11798
998,file_brain_AXT1POST_207_2070846.h5,"[12, 4, 640, 322]",12,11810
999,file_brain_AXT1POST_207_6000965.h5,"[12, 6, 640, 322]",12,11822
1000,file_brain_AXT1POST_208_2080003.h5,"[12, 4, 640, 322]",12,11834
1001,file_brain_AXT1POST_208_2080009.h5,"[12, 4, 640, 322]",12,11846
1002,file_brain_AXT1POST_208_2080014.h5,"[12, 4, 640, 322]",12,11858
1003,file_brain_AXT1POST_208_2080018.h5,"[12, 4, 640, 322]",12,11870
1004,file_brain_AXT1POST_208_2080021.h5,"[12, 4, 640, 322]",12,11882
1005,file_brain_AXT1POST_208_2080022.h5,"[12, 4, 640, 322]",12,11894
1006,file_brain_AXT1POST_208_2080023.h5,"[12, 4, 640, 322]",12,11906
1007,file_brain_AXT1POST_208_2080024.h5,"[12, 4, 640, 322]",12,11918
1008,file_brain_AXT1POST_208_2080032.h5,"[12, 4, 640, 322]",12,11930
1009,file_brain_AXT1POST_208_2080035.h5,"[12, 4, 640, 322]",12,11942
1010,file_brain_AXT1POST_208_2080038.h5,"[12, 4, 640, 322]",12,11954
1011,file_brain_AXT1POST_208_2080052.h5,"[12, 4, 640, 322]",12,11966
1012,file_brain_AXT1POST_208_2080055.h5,"[12, 4, 640, 322]",12,11978
1013,file_brain_AXT1POST_208_2080060.h5,"[12, 4, 640, 322]",12,11990
1014,file_brain_AXT1POST_208_2080062.h5,"[12, 4, 640, 322]",12,12002
1015,file_brain_AXT1POST_208_2080066.h5,"[12, 4, 640, 322]",12,12014
1016,file_brain_AXT1POST_208_2080069.h5,"[12, 4, 640, 322]",12,12026
1017,file_brain_AXT1POST_208_2080073.h5,"[12, 4, 640, 322]",12,12038
1018,file_brain_AXT1POST_208_2080075.h5,"[12, 4, 640, 322]",12,12050
1019,file_brain_AXT1POST_208_2080078.h5,"[12, 4, 640, 322]",12,12062
1020,file_brain_AXT1POST_208_2080081.h5,"[12, 4, 640, 322]",12,12074
1021,file_brain_AXT1POST_208_2080082.h5,"[12, 4, 640, 322]",12,12086
1022,file_brain_AXT1POST_208_2080087.h5,"[12, 4, 640, 322]",12,12098
1023,file_brain_AXT1POST_208_2080101.h5,"[12, 4, 640, 322]",12,12110
1024,file_brain_AXT1POST_208_2080109.h5,"[12, 4, 640, 322]",12,12122
1025,file_brain_AXT1POST_208_2080114.h5,"[12, 4, 640, 322]",12,12134
1026,file_brain_AXT1POST_208_2080115.h5,"[12, 5, 640, 322]",12,12146
1027,file_brain_AXT1POST_208_2080117.h5,"[12, 4, 640, 322]",12,12158
1028,file_brain_AXT1POST_208_2080119.h5,"[12, 4, 640, 322]",12,12170
1029,file_brain_AXT1POST_208_2080122.h5,"[12, 4, 640, 322]",12,12182
1030,file_brain_AXT1POST_208_2080124.h5,"[12, 4, 640, 322]",12,12194
1031,file_brain_AXT1POST_208_2080127.h5,"[12, 4, 640, 322]",12,12206
1032,file_brain_AXT1POST_208_2080130.h5,"[12, 4, 640, 322]",12,12218
1033,file_brain_AXT1POST_208_2080137.h5,"[12, 4, 640, 322]",12,12230
1034,file_brain_AXT1POST_208_2080140.h5,"[12, 4, 640, 322]",12,12242
1035,file_brain_AXT1POST_208_2080141.h5,"[12, 4, 640, 322]",12,12254
1036,file_brain_AXT1POST_208_2080143.h5,"[12, 4, 640, 322]",12,12266
1037,file_brain_AXT1POST_208_2080150.h5,"[12, 4, 640, 322]",12,12278
1038,file_brain_AXT1POST_208_2080154.h5,"[12, 4, 640, 322]",12,12290
1039,file_brain_AXT1POST_208_2080155.h5,"[12, 4, 640, 322]",12,12302
1040,file_brain_AXT1POST_208_2080156.h5,"[12, 4, 640, 322]",12,12314
1041,file_brain_AXT1POST_208_2080159.h5,"[12, 4, 640, 322]",12,12326
1042,file_brain_AXT1POST_208_2080161.h5,"[12, 4, 640, 322]",12,12338
1043,file_brain_AXT1POST_208_2080166.h5,"[12, 4, 640, 322]",12,12350
1044,file_brain_AXT1POST_208_2080167.h5,"[12, 4, 640, 322]",12,12362
1045,file_brain_AXT1POST_208_2080178.h5,"[12, 4, 640, 322]",12,12374
1046,file_brain_AXT1POST_208_2080179.h5,"[12, 4, 640, 322]",12,12386
1047,file_brain_AXT1POST_208_2080182.h5,"[12, 4, 640, 322]",12,12398
1048,file_brain_AXT1POST_208_2080185.h5,"[12, 4, 640, 322]",12,12410
1049,file_brain_AXT1POST_208_2080193.h5,"[12, 4, 640, 322]",12,12422
1050,file_brain_AXT1POST_208_2080194.h5,"[12, 4, 640, 322]",12,12434
1051,file_brain_AXT1POST_208_2080196.h5,"[12, 4, 640, 322]",12,12446
1052,file_brain_AXT1POST_208_2080200.h5,"[12, 6, 640, 322]",12,12458
1053,file_brain_AXT1POST_208_2080203.h5,"[12, 4, 640, 322]",12,12470
1054,file_brain_AXT1POST_208_2080208.h5,"[12, 4, 640, 322]",12,12482
1055,file_brain_AXT1POST_208_2080209.h5,"[12, 4, 640, 322]",12,12494
1056,file_brain_AXT1POST_208_2080213.h5,"[12, 4, 640, 322]",12,12506
1057,file_brain_AXT1POST_208_2080215.h5,"[12, 4, 640, 322]",12,12518
1058,file_brain_AXT1POST_208_2080217.h5,"[12, 4, 640, 322]",12,12530
1059,file_brain_AXT1POST_208_2080227.h5,"[12, 4, 640, 322]",12,12542
1060,file_brain_AXT1POST_208_2080230.h5,"[12, 4, 640, 322]",12,12554
1061,file_brain_AXT1POST_208_2080240.h5,"[12, 4, 640, 322]",12,12566
1062,file_brain_AXT1POST_208_2080242.h5,"[12, 4, 640, 322]",12,12578
1063,file_brain_AXT1POST_208_2080244.h5,"[12, 4, 640, 322]",12,12590
1064,file_brain_AXT1POST_208_2080246.h5,"[12, 4, 640, 322]",12,12602
1065,file_brain_AXT1POST_208_2080252.h5,"[12, 4, 640, 322]",12,12614
1066,file_brain_AXT1POST_208_2080254.h5,"[12, 4, 640, 322]",12,12626
1067,file_brain_AXT1POST_208_2080257.h5,"[12, 4, 640, 322]",12,12638
1068,file_brain_AXT1POST_208_2080263.h5,"[10, 4, 640, 322]",10,12648
1069,file_brain_AXT1POST_208_2080265.h5,"[12, 4, 640, 322]",12,12660
1070,file_brain_AXT1POST_208_2080272.h5,"[12, 4, 640, 322]",12,12672
1071,file_brain_AXT1POST_208_2080275.h5,"[12, 4, 640, 322]",12,12684
1072,file_brain_AXT1POST_208_2080282.h5,"[12, 4, 640, 322]",12,12696
1073,file_brain_AXT1POST_208_2080286.h5,"[12, 4, 640, 322]",12,12708
1074,file_brain_AXT1POST_208_2080289.h5,"[12, 4, 640, 322]",12,12720
1075,file_brain_AXT1POST_208_2080296.h5,"[12, 4, 640, 322]",12,12732
1076,file_brain_AXT1POST_208_2080302.h5,"[12, 4, 640, 322]",12,12744
1077,file_brain_AXT1POST_208_2080304.h5,"[12, 4, 640, 322]",12,12756
1078,file_brain_AXT1POST_208_2080313.h5,"[12, 4, 640, 322]",12,12768
1079,file_brain_AXT1POST_208_2080316.h5,"[12, 4, 640, 322]",12,12780
1080,file_brain_AXT1POST_208_2080321.h5,"[12, 5, 640, 322]",12,12792
1081,file_brain_AXT1POST_208_2080324.h5,"[12, 4, 640, 322]",12,12804
1082,file_brain_AXT1POST_208_2080326.h5,"[12, 4, 640, 322]",12,12816
1083,file_brain_AXT1POST_208_2080328.h5,"[10, 4, 640, 322]",10,12826
1084,file_brain_AXT1POST_208_2080332.h5,"[12, 4, 640, 322]",12,12838
1085,file_brain_AXT1POST_208_2080335.h5,"[12, 4, 640, 322]",12,12850
1086,file_brain_AXT1POST_208_2080336.h5,"[10, 4, 640, 322]",10,12860
1087,file_brain_AXT1POST_208_2080345.h5,"[12, 4, 640, 322]",12,12872
1088,file_brain_AXT1POST_208_2080347.h5,"[12, 4, 640, 322]",12,12884
1089,file_brain_AXT1POST_208_2080350.h5,"[10, 4, 640, 322]",10,12894
1090,file_brain_AXT1POST_208_2080352.h5,"[12, 4, 640, 322]",12,12906
1091,file_brain_AXT1POST_208_2080362.h5,"[12, 4, 640, 322]",12,12918
1092,file_brain_AXT1POST_208_2080363.h5,"[12, 4, 640, 322]",12,12930
1093,file_brain_AXT1POST_208_2080365.h5,"[12, 4, 640, 322]",12,12942
1094,file_brain_AXT1POST_208_2080371.h5,"[12, 4, 640, 322]",12,12954
1095,file_brain_AXT1POST_208_2080378.h5,"[12, 4, 640, 322]",12,12966
1096,file_brain_AXT1POST_208_2080380.h5,"[12, 4, 640, 322]",12,12978
1097,file_brain_AXT1POST_208_2080382.h5,"[12, 4, 640, 322]",12,12990
1098,file_brain_AXT1POST_208_2080383.h5,"[12, 4, 640, 322]",12,13002
1099,file_brain_AXT1POST_208_2080385.h5,"[12, 4, 640, 322]",12,13014
1100,file_brain_AXT1POST_208_2080388.h5,"[10, 4, 640, 322]",10,13024
1101,file_brain_AXT1POST_208_2080392.h5,"[12, 4, 640, 322]",12,13036
1102,file_brain_AXT1POST_208_2080393.h5,"[12, 4, 640, 322]",12,13048
1103,file_brain_AXT1POST_208_2080397.h5,"[12, 4, 640, 322]",12,13060
1104,file_brain_AXT1POST_208_2080399.h5,"[12, 5, 640, 322]",12,13072
1105,file_brain_AXT1POST_208_2080403.h5,"[12, 4, 640, 322]",12,13084
1106,file_brain_AXT1POST_208_2080405.h5,"[12, 4, 640, 322]",12,13096
1107,file_brain_AXT1POST_208_2080416.h5,"[12, 4, 640, 322]",12,13108
1108,file_brain_AXT1POST_208_2080419.h5,"[12, 4, 640, 322]",12,13120
1109,file_brain_AXT1POST_208_2080421.h5,"[12, 4, 640, 322]",12,13132
1110,file_brain_AXT1POST_208_2080422.h5,"[12, 4, 640, 322]",12,13144
1111,file_brain_AXT1POST_208_2080443.h5,"[12, 6, 640, 322]",12,13156
1112,file_brain_AXT1POST_208_2080446.h5,"[12, 4, 640, 322]",12,13168
1113,file_brain_AXT1POST_208_2080451.h5,"[12, 4, 640, 322]",12,13180
1114,file_brain_AXT1POST_208_2080453.h5,"[10, 4, 640, 322]",10,13190
1115,file_brain_AXT1POST_208_2080459.h5,"[12, 4, 640, 322]",12,13202
1116,file_brain_AXT1POST_208_2080463.h5,"[12, 4, 640, 322]",12,13214
1117,file_brain_AXT1POST_208_2080469.h5,"[12, 4, 640, 322]",12,13226
1118,file_brain_AXT1POST_208_2080473.h5,"[12, 4, 640, 322]",12,13238
1119,file_brain_AXT1POST_208_2080477.h5,"[10, 4, 640, 322]",10,13248
1120,file_brain_AXT1POST_208_2080479.h5,"[8, 4, 640, 322]",8,13256
1121,file_brain_AXT1POST_208_2080482.h5,"[12, 4, 640, 322]",12,13268
1122,file_brain_AXT1POST_208_2080487.h5,"[12, 4, 640, 322]",12,13280
1123,file_brain_AXT1POST_208_2080488.h5,"[12, 4, 640, 322]",12,13292
1124,file_brain_AXT1POST_208_2080493.h5,"[12, 4, 640, 322]",12,13304
1125,file_brain_AXT1POST_208_2080494.h5,"[12, 4, 640, 322]",12,13316
1126,file_brain_AXT1POST_208_2080504.h5,"[8, 4, 640, 322]",8,13324
1127,file_brain_AXT1POST_208_2080507.h5,"[12, 5, 640, 322]",12,13336
1128,file_brain_AXT1POST_208_2080510.h5,"[12, 4, 640, 322]",12,13348
1129,file_brain_AXT1POST_208_2080524.h5,"[12, 4, 640, 322]",12,13360
1130,file_brain_AXT1POST_208_2080527.h5,"[12, 4, 640, 322]",12,13372
1131,file_brain_AXT1POST_208_2080535.h5,"[12, 4, 640, 322]",12,13384
1132,file_brain_AXT1POST_208_2080543.h5,"[12, 4, 640, 322]",12,13396
1133,file_brain_AXT1POST_208_2080553.h5,"[12, 4, 640, 322]",12,13408
1134,file_brain_AXT1POST_208_2080556.h5,"[12, 4, 640, 322]",12,13420
1135,file_brain_AXT1POST_208_2080559.h5,"[12, 4, 640, 322]",12,13432
1136,file_brain_AXT1POST_208_2080563.h5,"[10, 4, 640, 322]",10,13442
1137,file_brain_AXT1POST_208_2080568.h5,"[10, 4, 640, 322]",10,13452
1138,file_brain_AXT1POST_208_2080570.h5,"[12, 4, 640, 322]",12,13464
1139,file_brain_AXT1POST_208_2080574.h5,"[12, 4, 640, 322]",12,13476
1140,file_brain_AXT1POST_208_2080576.h5,"[12, 4, 640, 322]",12,13488
1141,file_brain_AXT1POST_208_2080578.h5,"[12, 4, 640, 322]",12,13500
1142,file_brain_AXT1POST_208_2080590.h5,"[12, 4, 640, 322]",12,13512
1143,file_brain_AXT1POST_208_2080593.h5,"[10, 4, 640, 322]",10,13522
1144,file_brain_AXT1POST_208_2080597.h5,"[12, 4, 640, 322]",12,13534
1145,file_brain_AXT1POST_208_2080599.h5,"[12, 4, 640, 322]",12,13546
1146,file_brain_AXT1POST_208_2080613.h5,"[12, 6, 640, 322]",12,13558
1147,file_brain_AXT1POST_208_2080619.h5,"[12, 4, 640, 322]",12,13570
1148,file_brain_AXT1POST_208_2080621.h5,"[12, 4, 640, 322]",12,13582
1149,file_brain_AXT1POST_208_2080623.h5,"[12, 4, 640, 322]",12,13594
1150,file_brain_AXT1POST_208_2080624.h5,"[12, 4, 640, 322]",12,13606
1151,file_brain_AXT1POST_208_2080626.h5,"[12, 4, 640, 322]",12,13618
1152,file_brain_AXT1POST_208_2080634.h5,"[8, 4, 640, 322]",8,13626
1153,file_brain_AXT1POST_208_2080637.h5,"[12, 4, 640, 322]",12,13638
1154,file_brain_AXT1POST_208_2080643.h5,"[12, 4, 640, 322]",12,13650
1155,file_brain_AXT1POST_208_2080647.h5,"[12, 6, 640, 322]",12,13662
1156,file_brain_AXT1POST_208_2080651.h5,"[12, 4, 640, 322]",12,13674
1157,file_brain_AXT1POST_208_2080652.h5,"[12, 4, 640, 322]",12,13686
1158,file_brain_AXT1POST_208_2080661.h5,"[12, 4, 640, 322]",12,13698
1159,file_brain_AXT1POST_208_2080663.h5,"[12, 4, 640, 322]",12,13710
1160,file_brain_AXT1POST_208_2080664.h5,"[12, 4, 640, 322]",12,13722
1161,file_brain_AXT1POST_208_2080665.h5,"[12, 4, 640, 322]",12,13734
1162,file_brain_AXT1POST_208_2080669.h5,"[12, 4, 640, 322]",12,13746
1163,file_brain_AXT1POST_208_2080678.h5,"[12, 4, 640, 322]",12,13758
1164,file_brain_AXT1POST_208_2080683.h5,"[12, 4, 640, 322]",12,13770
1165,file_brain_AXT1POST_208_2080686.h5,"[12, 4, 640, 322]",12,13782
1166,file_brain_AXT1POST_208_2080689.h5,"[12, 4, 640, 322]",12,13794
1167,file_brain_AXT1POST_208_2080698.h5,"[12, 4, 640, 322]",12,13806
1168,file_brain_AXT1POST_208_2080699.h5,"[12, 4, 640, 322]",12,13818
1169,file_brain_AXT1POST_208_2080704.h5,"[12, 4, 640, 322]",12,13830
1170,file_brain_AXT1POST_208_2080707.h5,"[12, 4, 640, 322]",12,13842
1171,file_brain_AXT1POST_208_2080731.h5,"[12, 4, 640, 322]",12,13854
1172,file_brain_AXT1POST_208_2120066.h5,"[10, 4, 640, 322]",10,13864
1173,file_brain_AXT1POST_208_2120067.h5,"[12, 4, 640, 322]",12,13876
1174,file_brain_AXT1POST_208_2120068.h5,"[12, 4, 640, 322]",12,13888
1175,file_brain_AXT1POST_208_2120069.h5,"[12, 4, 640, 322]",12,13900
1176,file_brain_AXT1POST_209_6000969.h5,"[12, 14, 640, 320]",12,13912
1177,file_brain_AXT1POST_209_6000987.h5,"[12, 14, 640, 320]",12,13924
1178,file_brain_AXT1POST_209_6000990.h5,"[10, 14, 640, 320]",10,13934
1179,file_brain_AXT1POST_209_6000994.h5,"[12, 14, 640, 320]",12,13946
1180,file_brain_AXT1POST_209_6000995.h5,"[12, 12, 640, 320]",12,13958
1181,file_brain_AXT1POST_209_6001010.h5,"[12, 14, 640, 320]",12,13970
1182,file_brain_AXT1POST_209_6001012.h5,"[12, 14, 640, 320]",12,13982
1183,file_brain_AXT1POST_209_6001014.h5,"[12, 14, 640, 320]",12,13994
1184,file_brain_AXT1POST_209_6001020.h5,"[12, 12, 640, 320]",12,14006
1185,file_brain_AXT1POST_209_6001027.h5,"[12, 14, 640, 320]",12,14018
1186,file_brain_AXT1POST_209_6001028.h5,"[12, 14, 640, 320]",12,14030
1187,file_brain_AXT1POST_209_6001029.h5,"[8, 14, 640, 320]",8,14038
1188,file_brain_AXT1POST_209_6001035.h5,"[12, 14, 640, 320]",12,14050
1189,file_brain_AXT1POST_209_6001041.h5,"[12, 14, 640, 320]",12,14062
1190,file_brain_AXT1POST_209_6001049.h5,"[12, 12, 640, 320]",12,14074
1191,file_brain_AXT1POST_209_6001052.h5,"[12, 12, 640, 320]",12,14086
1192,file_brain_AXT1POST_209_6001055.h5,"[10, 14, 640, 320]",10,14096
1193,file_brain_AXT1POST_209_6001057.h5,"[12, 14, 640, 320]",12,14108
1194,file_brain_AXT1POST_209_6001062.h5,"[12, 12, 640, 320]",12,14120
1195,file_brain_AXT1POST_209_6001064.h5,"[12, 14, 640, 320]",12,14132
1196,file_brain_AXT1POST_209_6001074.h5,"[12, 12, 640, 320]",12,14144
1197,file_brain_AXT1POST_209_6001096.h5,"[12, 12, 640, 320]",12,14156
1198,file_brain_AXT1POST_209_6001106.h5,"[12, 12, 640, 320]",12,14168
1199,file_brain_AXT1POST_209_6001109.h5,"[12, 14, 640, 320]",12,14180
1200,file_brain_AXT1POST_209_6001111.h5,"[12, 14, 640, 320]",12,14192
1201,file_brain_AXT1POST_209_6001115.h5,"[12, 12, 640, 320]",12,14204
1202,file_brain_AXT1POST_209_6001118.h5,"[12, 12, 640, 320]",12,14216
1203,file_brain_AXT1POST_209_6001123.h5,"[12, 14, 640, 320]",12,14228
1204,file_brain_AXT1POST_209_6001153.h5,"[12, 14, 640, 320]",12,14240
1205,file_brain_AXT1POST_209_6001158.h5,"[12, 14, 640, 320]",12,14252
1206,file_brain_AXT1POST_209_6001171.h5,"[12, 14, 640, 320]",12,14264
1207,file_brain_AXT1POST_209_6001173.h5,"[12, 12, 640, 320]",12,14276
1208,file_brain_AXT1POST_209_6001179.h5,"[10, 14, 640, 320]",10,14286
1209,file_brain_AXT1POST_209_6001189.h5,"[12, 14, 640, 320]",12,14298
1210,file_brain_AXT1POST_209_6001199.h5,"[12, 14, 640, 320]",12,14310
1211,file_brain_AXT1POST_209_6001213.h5,"[12, 12, 640, 320]",12,14322
1212,file_brain_AXT1POST_209_6001222.h5,"[10, 12, 640, 320]",10,14332
1213,file_brain_AXT1POST_209_6001227.h5,"[12, 12, 640, 320]",12,14344
1214,file_brain_AXT1POST_209_6001234.h5,"[12, 12, 640, 320]",12,14356
1215,file_brain_AXT1POST_209_6001236.h5,"[12, 12, 640, 320]",12,14368
1216,file_brain_AXT1POST_209_6001241.h5,"[12, 14, 640, 320]",12,14380
1217,file_brain_AXT1POST_209_6001249.h5,"[12, 14, 640, 320]",12,14392
1218,file_brain_AXT1POST_209_6001250.h5,"[12, 14, 640, 320]",12,14404
1219,file_brain_AXT1POST_209_6001253.h5,"[12, 16, 640, 320]",12,14416
1220,file_brain_AXT1POST_209_6001259.h5,"[12, 12, 640, 320]",12,14428
1221,file_brain_AXT1POST_209_6001264.h5,"[12, 12, 640, 320]",12,14440
1222,file_brain_AXT1POST_209_6001269.h5,"[10, 14, 640, 320]",10,14450
1223,file_brain_AXT1POST_209_6001270.h5,"[12, 12, 640, 320]",12,14462
1224,file_brain_AXT1POST_209_6001275.h5,"[12, 12, 640, 320]",12,14474
1225,file_brain_AXT1POST_209_6001279.h5,"[12, 12, 640, 320]",12,14486
1226,file_brain_AXT1POST_209_6001289.h5,"[12, 14, 640, 320]",12,14498
1227,file_brain_AXT1POST_209_6001292.h5,"[12, 14, 640, 320]",12,14510
1228,file_brain_AXT1POST_209_6001320.h5,"[10, 14, 640, 320]",10,14520
1229,file_brain_AXT1POST_209_6001354.h5,"[10, 14, 640, 320]",10,14530
1230,file_brain_AXT1POST_209_6001365.h5,"[12, 12, 640, 320]",12,14542
1231,file_brain_AXT1POST_209_6001417.h5,"[12, 14, 640, 320]",12,14554
1232,file_brain_AXT1POST_209_6001419.h5,"[12, 14, 640, 320]",12,14566
1233,file_brain_AXT1POST_209_6001431.h5,"[12, 12, 640, 320]",12,14578
1234,file_brain_AXT1POST_209_6001434.h5,"[12, 14, 640, 320]",12,14590
1235,file_brain_AXT1POST_209_6001441.h5,"[12, 12, 640, 320]",12,14602
1236,file_brain_AXT1POST_209_6001448.h5,"[12, 14, 640, 320]",12,14614
1237,file_brain_AXT1POST_209_6001450.h5,"[12, 12, 640, 320]",12,14626
1238,file_brain_AXT1POST_209_6001458.h5,"[12, 12, 640, 320]",12,14638
1239,file_brain_AXT1POST_209_6001468.h5,"[8, 14, 640, 320]",8,14646
1240,file_brain_AXT1POST_209_6001471.h5,"[12, 12, 640, 320]",12,14658
1241,file_brain_AXT1POST_210_6001561.h5,"[12, 20, 640, 320]",12,14670
1242,file_brain_AXT1POST_210_6001569.h5,"[12, 16, 640, 320]",12,14682
1243,file_brain_AXT1POST_210_6001572.h5,"[12, 16, 640, 320]",12,14694
1244,file_brain_AXT1POST_210_6001577.h5,"[12, 16, 640, 320]",12,14706
1245,file_brain_AXT1POST_210_6001579.h5,"[12, 16, 640, 320]",12,14718
1246,file_brain_AXT1POST_210_6001582.h5,"[12, 20, 640, 320]",12,14730
1247,file_brain_AXT1POST_210_6001592.h5,"[12, 16, 640, 320]",12,14742
1248,file_brain_AXT1POST_210_6001611.h5,"[12, 16, 640, 320]",12,14754
1249,file_brain_AXT1POST_210_6001615.h5,"[12, 16, 640, 320]",12,14766
1250,file_brain_AXT1POST_210_6001620.h5,"[12, 16, 640, 320]",12,14778
1251,file_brain_AXT1POST_210_6001638.h5,"[12, 16, 640, 320]",12,14790
1252,file_brain_AXT1POST_210_6001640.h5,"[12, 16, 640, 320]",12,14802
1253,file_brain_AXT1POST_210_6001642.h5,"[12, 16, 640, 320]",12,14814
1254,file_brain_AXT1POST_210_6001645.h5,"[12, 16, 640, 320]",12,14826
1255,file_brain_AXT1POST_210_6001657.h5,"[12, 16, 640, 320]",12,14838
1256,file_brain_AXT1POST_210_6001662.h5,"[10, 16, 640, 320]",10,14848
1257,file_brain_AXT1POST_210_6001667.h5,"[12, 16, 640, 320]",12,14860
1258,file_brain_AXT1POST_210_6001672.h5,"[12, 16, 640, 320]",12,14872
1259,file_brain_AXT1POST_210_6001693.h5,"[12, 16, 640, 320]",12,14884
1260,file_brain_AXT1POST_210_6001699.h5,"[12, 16, 640, 320]",12,14896
1261,file_brain_AXT1POST_210_6001704.h5,"[12, 16, 640, 320]",12,14908
1262,file_brain_AXT1POST_210_6001712.h5,"[12, 20, 640, 320]",12,14920
1263,file_brain_AXT1POST_210_6001719.h5,"[12, 16, 640, 320]",12,14932
1264,file_brain_AXT1POST_210_6001720.h5,"[12, 20, 640, 320]",12,14944
1265,file_brain_AXT1POST_210_6001724.h5,"[12, 16, 640, 320]",12,14956
1266,file_brain_AXT1POST_210_6001735.h5,"[12, 16, 640, 320]",12,14968
1267,file_brain_AXT1POST_210_6001741.h5,"[12, 16, 640, 320]",12,14980
1268,file_brain_AXT1POST_210_6001749.h5,"[12, 18, 640, 320]",12,14992
1269,file_brain_AXT1POST_210_6001754.h5,"[12, 8, 640, 320]",12,15004
1270,file_brain_AXT1POST_210_6001758.h5,"[12, 16, 640, 320]",12,15016
1271,file_brain_AXT1POST_210_6001762.h5,"[12, 16, 640, 320]",12,15028
1272,file_brain_AXT1POST_210_6001767.h5,"[12, 16, 640, 320]",12,15040
1273,file_brain_AXT1POST_210_6001769.h5,"[12, 16, 640, 320]",12,15052
1274,file_brain_AXT1POST_210_6001771.h5,"[12, 20, 640, 320]",12,15064
1275,file_brain_AXT1POST_210_6001780.h5,"[12, 16, 640, 320]",12,15076
1276,file_brain_AXT1POST_210_6001787.h5,"[12, 20, 640, 320]",12,15088
1277,file_brain_AXT1POST_210_6001790.h5,"[10, 20, 640, 320]",10,15098
1278,file_brain_AXT1POST_210_6001792.h5,"[12, 16, 640, 320]",12,15110
1279,file_brain_AXT1POST_210_6001797.h5,"[12, 20, 640, 320]",12,15122
1280,file_brain_AXT1POST_210_6001819.h5,"[12, 20, 640, 320]",12,15134
1281,file_brain_AXT1POST_210_6001820.h5,"[12, 20, 640, 320]",12,15146
1282,file_brain_AXT1POST_210_6001821.h5,"[12, 20, 640, 320]",12,15158
1283,file_brain_AXT1POST_210_6001825.h5,"[12, 20, 640, 320]",12,15170
1284,file_brain_AXT1POST_210_6001838.h5,"[12, 16, 640, 320]",12,15182
1285,file_brain_AXT1POST_210_6001841.h5,"[12, 16, 640, 320]",12,15194
1286,file_brain_AXT1POST_210_6001845.h5,"[12, 16, 640, 320]",12,15206
1287,file_brain_AXT1POST_210_6001850.h5,"[12, 16, 640, 320]",12,15218
1288,file_brain_AXT1POST_210_6001866.h5,"[12, 16, 640, 320]",12,15230
1289,file_brain_AXT1POST_210_6001869.h5,"[12, 16, 640, 320]",12,15242
1290,file_brain_AXT1POST_210_6001872.h5,"[12, 20, 640, 320]",12,15254
1291,file_brain_AXT1POST_210_6001877.h5,"[12, 20, 640, 320]",12,15266
1292,file_brain_AXT1POST_210_6001882.h5,"[12, 20, 640, 320]",12,15278
1293,file_brain_AXT1PRE_200_6002029.h5,"[12, 16, 640, 320]",12,15290
1294,file_brain_AXT1PRE_200_6002032.h5,"[12, 16, 640, 320]",12,15302
1295,file_brain_AXT1PRE_200_6002041.h5,"[12, 16, 640, 320]",12,15314
1296,file_brain_AXT1PRE_200_6002044.h5,"[12, 16, 640, 320]",12,15326
1297,file_brain_AXT1PRE_200_6002047.h5,"[12, 16, 640, 320]",12,15338
1298,file_brain_AXT1PRE_200_6002054.h5,"[12, 16, 640, 320]",12,15350
1299,file_brain_AXT1PRE_200_6002057.h5,"[12, 16, 640, 320]",12,15362
1300,file_brain_AXT1PRE_200_6002064.h5,"[12, 16, 640, 320]",12,15374
1301,file_brain_AXT1PRE_200_6002068.h5,"[12, 16, 640, 320]",12,15386
1302,file_brain_AXT1PRE_200_6002072.h5,"[12, 16, 640, 320]",12,15398
1303,file_brain_AXT1PRE_200_6002076.h5,"[12, 16, 640, 320]",12,15410
1304,file_brain_AXT1PRE_200_6002082.h5,"[12, 20, 640, 320]",12,15422
1305,file_brain_AXT1PRE_200_6002112.h5,"[12, 16, 640, 320]",12,15434
1306,file_brain_AXT1PRE_200_6002128.h5,"[12, 20, 640, 320]",12,15446
1307,file_brain_AXT1PRE_200_6002131.h5,"[8, 20, 640, 320]",8,15454
1308,file_brain_AXT1PRE_200_6002136.h5,"[12, 16, 640, 320]",12,15466
